Rank,Name,Team,Position,Played,SnapsPlayed,SnapsPerGame,SnapsPlayedPercentage,RushSnapPercentage,TargetSnapPercentage,TouchSnapPercentage,IntendedTouchSnapPercentage,FantasyPoints,FantasyPointSnapPercentage
1,Karlos Williams,BUF,RB,11,243,22.1,22.6,38.3,5.8,42.8,44,113.3,46.6
2,Joseph Randle,DAL,RB,6,145,24.2,30.5,52.4,6.9,59.3,59.3,64.1,44.2
3,David Johnson,ARI,RB,16,413,25.8,37.4,30.3,13.8,39,44.1,173.8,42.1
4,Todd Gurley,LAR,RB,13,456,35.1,47.4,50.2,5.7,54.8,55.9,187.4,41.1
5,Thomas Rawls,SEA,RB,13,289,22.2,33.3,50.9,3.8,54,54.7,118.6,41
6,Mike Gillislee,BUF,RB,5,112,22.4,32.9,42,6.2,47.3,48.2,45.6,40.7
7,Tim Hightower,NO,RB,8,192,24,34.5,50,6.8,56.2,56.8,74.4,38.8
8,LeGarrette Blount,NE,RB,12,309,25.8,35.3,53.4,2.3,55.3,55.7,116.6,37.7
9,Adrian Peterson,MIN,RB,16,666,41.6,65.1,49.1,5.4,53.6,54.5,230.7,34.6
10,Jeremy Hill,CIN,RB,16,459,28.7,43.3,48.6,4.1,51.9,52.7,155.3,33.8
11,Chris Ivory,NYJ,RB,15,537,35.8,48.2,46,6.9,51.6,52.9,172.7,32.2
12,Jeremy Langford,CHI,RB,16,391,24.4,36,37.9,10.7,43.5,48.6,125.6,32.1
13,Rashad Jennings,NYG,RB,16,425,26.6,38.2,45.9,9.4,52.7,55.3,135.9,32
14,Doug Martin,TB,RB,16,624,39,57,46.2,7.1,51.4,53.2,199.3,31.9
15,Devonta Freeman,ATL,RB,15,767,51.1,67.3,34.6,12.6,44.1,47.2,243.4,31.7
16,Lance Dunbar,DAL,RB,4,92,23,33.9,5.4,25,28.3,30.4,28.2,30.7
17,Jamaal Charles,KC,RB,5,264,52.8,78.1,26.9,11.4,34.8,38.3,80.1,30.3
18,Lamar Miller,MIA,RB,16,632,39.5,61.1,30.7,9,38.1,39.7,184.9,29.3
19,DeMarco Murray,PHI,RB,15,481,32.1,41.5,40.1,11.4,49.3,51.6,140.4,29.2
20,Le'Veon Bell,PIT,RB,6,301,50.2,80.9,37.5,8.6,45.5,46.2,87.2,29
21,Arian Foster,HOU,RB,4,190,47.5,33.7,33.2,14.7,44.7,47.9,55,28.9
22,Mark Ingram,NO,RB,12,535,44.6,62.5,31,11.2,40.4,42.2,153.4,28.7
23,James White,NE,RB,14,290,20.7,25.9,7.6,18.6,21.4,26.2,82.6,28.5
24,Matt Forte,CHI,RB,13,603,46.4,55.5,36.2,9.6,43.4,45.8,170.7,28.3
24,Dion Lewis,NE,RB,7,298,42.6,51.8,16.4,16.8,28.5,33.2,84.2,28.3
26,Charles Sims,TB,RB,16,457,28.6,41.7,23.4,15.3,34.6,38.7,129,28.2
27,Matt Jones,WAS,RB,13,340,26.2,31.7,42.4,7.4,47.9,49.7,95.4,28.1
28,Andre Ellington,ARI,RB,10,213,21.3,19.3,21.1,11.3,28.2,32.4,59.7,28
29,Chris Johnson,ARI,RB,11,366,33.3,48.1,53.6,3.6,55.2,57.1,101.2,27.7
30,DeAngelo Williams,PIT,RB,16,701,43.8,65.2,28.5,6.7,34.2,35.2,191.4,27.3
30,Danny Woodhead,LAC,RB,16,598,37.4,51,16.4,17.7,29.8,34.1,163.1,27.3
32,DuJuan Harris,SF,RB,4,98,24.5,34.9,49,14.3,58.2,63.3,26.6,27.1
33,Ronnie Hillman,DEN,RB,16,525,32.8,47.3,39.4,6.7,44,46.1,137.4,26.2
34,Alfred Blue,HOU,RB,16,376,23.5,31.6,48.7,4.3,52.7,52.9,96.7,25.7
34,Ameer Abdullah,DET,RB,16,358,22.4,33.1,39.9,10.6,46.9,50.6,92,25.7
36,Eddie Lacy,GB,RB,15,471,31.4,41,39.7,5.9,43.9,45.6,120.6,25.6
36,Javorius Allen,BAL,RB,16,393,24.6,34.6,34.9,15.8,46.3,50.6,100.7,25.6
38,Darren McFadden,DAL,RB,16,614,38.4,59.7,38.9,8.6,45.6,47.7,155.7,25.4
39,Isaiah Crowell,CLE,RB,16,476,29.8,42.9,38.9,4.6,42.9,43.5,118.8,25
40,LeSean McCoy,BUF,RB,12,598,49.8,55.6,33.9,8.4,39.3,42.3,146.7,24.5
41,Jonathan Stewart,CAR,RB,13,607,46.7,55.1,39.9,3.5,42.5,43.3,146.8,24.2
42,Latavius Murray,OAK,RB,16,683,42.7,64.4,38.9,7.8,44.9,46.7,163.8,24
42,Darren Sproles,PHI,RB,16,394,24.6,34,21.1,21.1,35,42.1,94.5,24
44,Bilal Powell,NYJ,RB,11,369,33.5,33.1,19,17.1,31.7,36,88.1,23.9
45,Carlos Hyde,SF,RB,7,295,42.1,39.9,39,5.1,42.7,44.1,70.3,23.8
46,James Starks,GB,RB,16,528,33,46,28,10,36.2,38.1,123.3,23.4
47,CJ Anderson,DEN,RB,15,500,33.3,45,30.4,7.2,35.4,37.6,116.3,23.3
48,Frank Gore,IND,RB,16,691,43.2,62.5,37.6,8.4,42.5,46,159.4,23.1
49,Shane Vereen,NYG,RB,16,432,27,38.8,14.1,18.8,27.8,32.9,99.4,23
50,Giovani Bernard,CIN,RB,16,583,36.4,55,26.4,11.3,34.8,37.7,132.2,22.7
50,Charcandrick West,KC,RB,15,497,33.1,49.6,32.2,6.8,36.2,39,112.8,22.7
52,Alfred Morris,WAS,RB,16,385,24.1,35.9,52.5,3.4,55.1,55.8,86.6,22.5
52,Marshawn Lynch,SEA,RB,7,310,44.3,28.6,35.8,6.8,40,42.6,69.7,22.5
54,Antonio Andrews,TEN,RB,14,422,30.1,40.7,33.9,6.9,39.1,41,91.04,21.6
55,Jonathan Grimes,HOU,RB,14,282,20.1,23.7,19.9,11,29.4,31.2,59.5,21.1
56,Theo Riddick,DET,RB,16,471,29.4,43.5,9.1,21,26.1,30.1,99,21
57,Chris Thompson,WAS,RB,13,275,21.2,25.7,12.7,17.5,25.5,30.2,57.6,20.9
58,Ahmad Bradshaw,IND,RB,6,159,26.5,35.7,19.5,8.8,25.8,28.3,32.9,20.7
59,Dexter McCluster,TEN,RB,12,311,25.9,34,17.7,13.2,27.7,30.9,60.7,19.5
60,Shaun Draughn,SF,RB,11,263,23.9,30.5,29.7,13.3,39.9,43,50.9,19.4
61,TJ Yeldon,JAX,RB,12,620,51.7,58.6,29.4,7.4,35.2,36.8,119.9,19.3
62,Justin Forsett,BAL,RB,10,478,47.8,66.6,31.6,8.6,38.1,40.2,91.4,19.1
63,Melvin Gordon,LAC,RB,14,396,28.3,38.7,46.5,9.3,54.8,55.8,75.3,19
64,Duke Johnson,CLE,RB,16,564,35.2,50.9,18.4,13.1,29.3,31.6,103.3,18.3
65,Mike Tolbert,CAR,FB,16,422,26.4,38.3,14.7,5.5,19,20.1,65,15.4
66,Kyle Juszczyk,BAL,FB,16,383,23.9,33.7,0.5,14.6,11.2,15.1,56.4,14.7
67,Ty Montgomery,GB,RB,6,242,40.3,24.3,1.2,7.9,7.4,9.1,27,11.2
68,Mike Davis,SF,RB,6,126,21,21.5,27.8,10.3,33.3,38.1,9.6,7.6
69,Patrick DiMarco,ATL,FB,16,365,22.8,32,0.3,4.7,3.8,4.9,23,6.3
