,Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints
0,1,Adrian Peterson,MIN,RB,16,348,2097,6.0,12,51,40,217,1,4,2,19.2,307.4
1,2,Doug Martin,TB,RB,16,319,1454,4.6,11,70,49,472,1,1,1,16.4,262.6
2,3,Arian Foster,HOU,RB,16,351,1424,4.1,15,58,40,217,2,3,2,16.4,262.1
3,4,Marshawn Lynch,SEA,RB,16,315,1590,5.0,11,30,23,196,1,5,2,15.4,246.6
4,5,Alfred Morris,WAS,RB,16,335,1613,4.8,13,16,11,77,0,4,3,15.1,241.0
5,6,Ray Rice,BAL,RB,16,257,1143,4.4,9,83,61,478,1,1,0,13.9,222.1
6,7,CJ Spiller,BUF,RB,16,207,1244,6.0,6,57,43,459,2,3,3,13.3,212.3
7,8,Jamaal Charles,KC,RB,16,285,1509,5.3,5,48,35,236,1,5,3,12.8,204.5
8,9,Trent Richardson,CLE,RB,15,267,950,3.6,11,70,51,367,1,3,0,13.6,203.7
9,10,Frank Gore,SF,RB,16,258,1214,4.7,9,36,28,234,1,2,1,12.7,202.8
10,11,Stevan Ridley,NE,RB,16,290,1263,4.4,12,14,6,51,0,4,2,12.5,199.4
11,12,Matt Forte,CHI,RB,15,248,1094,4.4,5,60,44,340,1,2,1,11.8,177.4
12,13,Chris Johnson,TEN,RB,16,276,1243,4.5,6,49,36,232,0,5,4,11.0,175.5
13,14,Reggie Bush,MIA,RB,16,227,986,4.3,6,51,35,292,2,4,2,10.7,171.8
14,15,Shonn Greene,NYJ,RB,16,276,1063,3.9,8,31,19,151,0,4,1,10.5,167.4
15,16,Steven Jackson,LAR,RB,16,257,1042,4.1,4,53,38,321,0,0,0,10.1,162.3
16,17,Michael Turner,ATL,RB,16,222,800,3.6,10,30,19,128,1,3,1,9.8,156.8
17,18,Ahmad Bradshaw,NYG,RB,14,221,1015,4.6,6,31,23,245,0,3,3,11.1,156.0
18,19,BenJarvus Green-Ellis,CIN,RB,15,278,1094,3.9,6,29,22,104,0,3,2,10.1,151.8
19,20,Mikel Leshoure,DET,RB,14,215,798,3.7,9,48,34,214,0,3,3,10.7,149.2
20,21,LeSean McCoy,PHI,RB,12,200,840,4.2,2,67,54,373,3,4,3,12.1,145.3
21,22,Darren Sproles,NO,RB,13,48,244,5.1,1,104,75,667,7,0,0,10.9,141.1
22,23,DeAngelo Williams,CAR,RB,16,173,737,4.3,5,20,13,187,2,2,2,8.2,130.4
23,24,Danny Woodhead,NE,RB,16,76,301,4.0,4,55,40,446,3,1,0,7.3,116.7
24,25,Vick Ballard,IND,RB,16,211,814,3.9,2,27,17,152,1,3,0,7.2,114.6
25,26,Willis McGahee,DEN,RB,10,167,731,4.4,4,33,26,221,0,5,4,11.3,113.2
26,27,DeMarco Murray,DAL,RB,10,161,663,4.1,4,42,35,251,0,3,2,11.1,111.4
27,28,Darren McFadden,OAK,RB,12,216,707,3.3,2,63,42,258,1,2,2,9.2,110.5
28,29,Joique Bell,DET,RB,16,82,414,5.0,3,69,52,485,0,2,2,6.5,103.9
29,30,Ryan Mathews,LAC,RB,12,184,707,3.8,1,57,39,252,0,2,2,8.2,97.9
30,31,Andre Brown,NYG,RB,10,73,385,5.3,8,17,12,86,0,0,0,9.7,97.1
31,32,Pierre Thomas,NO,RB,15,105,473,4.5,1,53,39,354,1,0,0,6.3,94.7
32,33,Mark Ingram,NO,RB,16,156,602,3.9,5,10,6,29,0,0,0,5.8,93.1
33,34,Felix Jones,DAL,RB,16,111,402,3.6,3,36,25,262,2,2,2,5.8,92.4
34,35,Knowshon Moreno,DEN,RB,8,138,525,3.8,4,26,21,167,0,1,1,11.4,91.2
35,36,Jacquizz Rodgers,ATL,RB,16,94,362,3.9,1,59,53,402,1,0,0,5.5,88.4
36,37,Mike Tolbert,CAR,FB,16,54,183,3.4,7,39,27,268,0,0,0,5.4,87.1
37,38,Marcel Reece,OAK,FB,16,59,271,4.6,0,73,52,496,1,2,0,5.2,82.7
38,39,Bilal Powell,NYJ,RB,14,110,437,4.0,4,36,17,140,0,0,0,5.8,81.7
39,40,Fred Jackson,BUF,RB,10,115,437,3.8,3,42,34,217,1,5,4,8.1,81.4
40,41,Jonathan Dwyer,PIT,RB,13,156,623,4.0,2,25,18,106,0,2,2,6.2,80.9
41,42,Bryce Brown,PHI,RB,16,115,564,4.9,4,19,13,56,0,4,3,5.0,80.0
42,43,Michael Bush,CHI,RB,13,114,411,3.6,5,11,9,83,0,1,1,6.0,77.4
43,44,Isaac Redman,PIT,RB,14,110,410,3.7,2,23,19,244,0,3,3,5.1,71.4
44,45,LaRod Stephens-Howling,ARI,RB,14,110,356,3.2,4,30,17,106,0,0,0,5.0,70.2
45,46,Daniel Thomas,MIA,RB,12,91,325,3.6,4,22,15,156,0,3,2,5.7,68.1
46,47,David Wilson,NYG,RB,16,71,358,5.0,4,9,4,34,1,1,1,4.2,67.2
47,48,Jackie Battle,LAC,FB,16,95,311,3.3,3,15,15,108,1,0,0,4.1,65.9
48,49,Bernard Pierce,BAL,RB,16,108,532,4.9,1,11,7,47,0,0,0,4.0,63.9
49,50,Shane Vereen,NE,RB,13,62,251,4.0,3,13,8,149,1,1,1,4.8,62.0
50,50,Maurice Jones-Drew,JAX,RB,6,86,414,4.8,1,18,14,86,1,2,0,10.3,62.0
51,52,Daryl Richardson,LAR,RB,16,98,475,4.8,0,36,24,163,0,3,2,3.9,61.8
52,53,Jonathan Stewart,CAR,RB,9,93,336,3.6,1,23,17,157,1,2,0,6.8,61.3
53,54,Ronnie Brown,LAC,RB,14,46,220,4.8,0,60,49,371,0,0,0,4.2,59.1
54,55,Donald Brown,IND,RB,10,108,417,3.9,1,13,9,93,0,0,0,5.9,59.0
55,56,Alex Green,GB,RB,12,135,464,3.4,0,29,18,125,0,1,0,4.9,58.9
56,57,Dexter McCluster,KC,RB,16,12,70,5.8,0,76,52,452,1,2,2,3.4,54.2
57,58,Chris Wells,ARI,RB,8,88,234,2.7,5,1,1,24,0,1,1,6.7,53.8
58,59,Robert Turbin,SEA,RB,16,80,354,4.4,0,23,19,181,0,0,0,3.3,53.5
59,60,Rashad Jennings,JAX,RB,10,101,283,2.8,2,26,19,130,0,3,1,5.3,53.3
60,61,Kendall Hunter,SF,RB,11,72,371,5.2,2,12,9,60,0,1,1,4.8,53.1
61,62,Shaun Draughn,KC,RB,16,59,233,3.9,2,30,24,158,0,2,1,3.1,49.1
62,63,Mike Goodson,OAK,RB,12,35,221,6.3,0,16,16,195,1,0,0,4.0,47.6
63,64,Justin Forsett,HOU,RB,16,63,374,5.9,1,5,3,38,0,0,0,3.0,47.2
64,65,Ronnie Hillman,DEN,RB,14,85,330,3.9,1,12,10,62,0,2,1,3.1,43.2
65,66,Ben Tate,HOU,RB,11,65,279,4.3,2,11,11,49,0,1,1,3.9,42.8
66,67,Cedric Benson,GB,RB,5,71,248,3.5,1,15,14,97,0,1,0,8.1,40.5
67,67,Brandon Bolden,NE,RB,10,56,274,4.9,2,2,2,11,0,0,0,4.0,40.5
68,69,Cedric Peerman,CIN,RB,14,36,258,7.2,1,9,9,85,0,0,0,2.9,40.3
69,70,Montell Owens,JAX,FB,13,42,209,5.0,1,10,8,113,0,0,0,3.1,40.2
70,71,Peyton Hillis,KC,RB,13,85,309,3.6,1,14,10,62,0,2,2,3.0,39.1
71,72,Lamar Miller,MIA,RB,13,51,250,4.9,1,9,6,45,0,0,0,2.7,35.5
72,73,Chris Ivory,NO,RB,6,40,217,5.4,2,3,2,15,0,0,0,5.9,35.2
73,74,William Powell,ARI,RB,13,60,217,3.6,0,25,19,132,0,2,0,2.7,34.9
74,75,Montario Hardesty,CLE,RB,13,65,271,4.2,1,5,2,16,0,2,0,2.7,34.7
75,76,James Starks,GB,RB,6,71,255,3.6,1,6,4,31,0,1,0,5.8,34.6
76,77,Toby Gerhart,MIN,RB,16,50,169,3.4,1,27,20,155,0,2,2,2.2,34.4
77,78,Kevin Smith,DET,RB,12,37,134,3.6,1,16,10,79,1,0,0,2.8,33.3
78,79,Lance Ball,DEN,RB,15,42,158,3.8,1,11,7,61,1,1,1,2.1,31.9
79,80,Evan Royster,WAS,RB,16,23,88,3.8,2,23,15,109,0,0,0,2.0,31.7
80,81,Delone Carter,IND,RB,10,32,122,3.8,3,2,1,13,0,1,0,3.2,31.5
81,82,Jason Snelling,ATL,RB,16,18,63,3.5,0,35,31,203,1,1,1,1.9,30.6
82,83,Michael Robinson,SEA,RB,16,12,49,4.1,0,15,13,126,2,0,0,1.8,29.5
83,84,DuJuan Harris,GB,RB,4,34,157,4.6,2,2,2,17,0,0,0,7.4,29.4
84,85,Darrel Young,WAS,FB,16,14,60,4.3,0,9,8,109,2,0,0,1.8,28.9
85,86,Rashard Mendenhall,PIT,RB,6,51,182,3.6,0,11,9,62,1,3,1,4.7,28.4
86,87,LeGarrette Blount,TB,RB,13,41,151,3.7,2,2,1,2,0,0,0,2.1,27.3
87,88,Jorvorskie Lane,MIA,FB,16,13,13,1.0,2,12,11,79,1,3,1,1.7,27.2
88,89,John Kuhn,GB,FB,14,23,63,2.7,1,18,15,148,0,0,0,1.9,27.1
89,90,Ryan Grant,GB,RB,5,32,132,4.1,2,2,1,34,0,1,1,5.3,26.6
90,91,Chris Rainey,PIT,RB,16,26,102,3.9,2,22,14,60,0,4,1,1.6,26.2
91,91,Tashard Choice,BUF,RB,12,47,193,4.1,1,9,4,9,0,0,0,2.2,26.2
92,93,Vonta Leach,BAL,RB,16,9,32,3.6,1,24,21,143,0,0,0,1.5,23.5
93,94,Jamie Harper,TEN,RB,10,19,30,1.6,3,1,1,8,0,0,0,2.2,21.8
94,95,Jacob Hester,DEN,RB,3,17,81,4.8,2,1,1,7,0,0,0,6.9,20.8
95,96,Will Johnson,PIT,FB,16,2,7,3.5,0,26,15,137,1,0,0,1.3,20.4
96,97,Jalen Parmele,JAX,RB,11,40,143,3.6,0,9,7,60,0,0,0,1.8,20.3
97,98,Armando Allen,CHI,RB,15,27,124,4.6,1,3,2,16,0,0,0,1.3,20.0
98,99,Anthony Dixon,SF,RB,16,21,78,3.7,2,0,0,0,0,0,0,1.2,19.8
99,100,Chris Ogbonnaya,CLE,RB,15,8,30,3.8,0,32,24,187,0,1,1,1.3,19.7
100,101,Curtis Brinkley,LAC,RB,10,39,115,2.9,0,15,12,77,0,1,0,1.9,19.2
101,102,Joe McKnight,NYJ,RB,15,30,179,6.0,0,2,1,18,0,3,1,1.2,17.7
102,103,Brian Leonard,CIN,RB,15,33,106,3.2,0,15,11,67,0,0,0,1.2,17.3
103,104,Jed Collins,NO,FB,15,0,0,0.0,0,16,14,70,2,1,1,1.1,17.0
104,105,Ryan Williams,ARI,RB,5,58,164,2.8,0,10,7,44,0,2,2,3.4,16.8
105,106,Jeremy Stewart,OAK,RB,4,25,101,4.0,0,8,8,62,0,0,0,4.1,16.3
106,107,Leon Washington,SEA,RB,16,23,83,3.6,1,8,4,31,0,2,1,1.0,15.4
107,107,LaMichael James,SF,RB,4,27,125,4.6,0,5,3,29,0,1,0,3.8,15.4
108,109,Dion Lewis,PHI,RB,9,13,69,5.3,1,2,2,24,0,0,0,1.7,15.3
109,110,DJ Ware,TB,RB,16,11,51,4.6,0,20,14,100,0,0,0,0.9,15.1
110,111,Erik Lorig,TB,FB,16,0,0,0.0,0,19,12,83,1,0,0,0.9,14.3
111,112,Baron Batch,PIT,RB,12,25,49,2.0,1,5,4,31,0,0,0,1.2,14.0
112,113,Mewelde Moore,IND,RB,9,13,20,1.5,0,8,6,77,1,1,1,1.5,13.7
113,114,Anthony Allen,BAL,RB,16,16,61,3.8,1,4,2,12,0,0,0,0.8,13.3
114,115,Henry Hynoski,NYG,FB,16,5,20,4.0,0,15,11,50,1,0,0,0.8,13.0
115,116,Stanley Havili,PHI,FB,15,6,22,3.7,1,12,7,43,0,0,0,0.8,12.5
116,117,Keith Toston,JAX,RB,5,17,74,4.4,0,4,3,41,0,0,0,2.3,11.5
117,117,Lawrence Vickers,DAL,FB,16,3,11,3.7,0,15,13,104,0,0,0,0.7,11.5
118,119,Lance Dunbar,DAL,RB,12,21,75,3.6,0,12,6,33,0,1,0,0.9,10.8
119,120,Phillip Tanner,DAL,RB,14,25,61,2.4,0,5,4,41,0,0,0,0.7,10.2
120,120,Bruce Miller,SF,FB,16,5,18,3.6,0,13,12,84,0,0,0,0.6,10.2
121,122,Richard Murphy,JAX,RB,5,23,92,4.0,0,1,0,0,0,0,0,1.8,9.2
122,123,Brandon Jackson,CLE,RB,2,8,54,6.8,0,4,2,20,0,0,0,3.7,7.4
123,124,Greg Jones,JAX,RB,14,5,8,1.6,0,14,11,64,0,0,0,0.5,7.2
124,125,LeRon McClain,LAC,RB,16,14,42,3.0,0,10,8,29,0,0,0,0.4,7.1
125,126,Kahlil Bell,CHI,RB,7,29,76,2.6,0,2,2,13,0,1,1,1.0,6.9
126,127,Darius Reynaud,TEN,RB,16,16,33,2.1,0,9,5,35,0,1,0,0.4,6.8
127,128,Cyrus Gray,KC,RB,10,7,44,6.3,0,3,2,18,0,0,0,0.6,6.2
128,129,Chris Pressley,CIN,FB,14,0,0,0.0,0,3,1,1,1,0,0,0.4,6.1
129,130,Lex Hilliard,NYJ,RB,14,9,33,3.7,0,9,4,23,0,0,0,0.4,5.6
130,131,Isaiah Pead,LAR,RB,15,10,54,5.4,0,4,3,16,0,2,1,0.3,5.0
131,132,Roy Helu,WAS,RB,3,2,2,1.0,0,7,7,45,0,0,0,1.6,4.7
132,133,Quinn Johnson,TEN,FB,16,4,5,1.2,0,8,5,40,0,0,0,0.3,4.5
133,134,Anthony Sherman,ARI,FB,13,0,0,0.0,0,8,5,39,0,0,0,0.3,3.9
134,135,Nate Eachus,KC,RB,11,5,18,3.6,0,3,1,19,0,0,0,0.3,3.7
135,136,Bernard Scott,CIN,RB,2,8,35,4.4,0,0,0,0,0,0,0,1.8,3.5
136,136,Jerome Felton,MIN,FB,16,0,0,0.0,0,4,3,35,0,0,0,0.2,3.5
137,138,Johnny White,GB,RB,7,8,34,4.2,0,0,0,0,0,0,0,0.5,3.4
138,139,Taiwan Jones,OAK,RB,14,6,21,3.5,0,2,2,11,0,1,0,0.2,3.2
139,140,Travaris Cadet,NO,RB,13,1,5,5.0,0,8,5,44,0,1,1,0.2,2.9
140,141,Javon Ringer,TEN,RB,2,2,14,7.0,0,5,3,12,0,0,0,1.3,2.6
141,142,Nick Bellore,NYJ,RB,16,0,0,0.0,0,1,1,23,0,1,0,0.1,2.3
142,143,Kregg Lumpkin,NYG,RB,5,9,42,4.7,0,2,0,0,0,1,1,0.4,2.2
143,143,Mike Cox,ATL,FB,8,0,0,0.0,0,3,3,22,0,0,0,0.3,2.2
144,145,Alfonso Smith,ARI,RB,11,0,0,0.0,0,3,2,21,0,0,0,0.2,2.1
145,146,Collin Mooney,TEN,FB,2,5,19,3.8,0,0,0,0,0,0,0,1.0,1.9
146,147,Jonathan Grimes,JAX,RB,9,2,6,3.0,0,2,2,7,0,0,0,0.1,1.3
147,148,Keiland Williams,WAS,RB,14,2,3,1.5,0,2,2,9,0,0,0,0.1,1.2
148,149,Chris Gronkowski,DEN,RB,14,0,0,0.0,0,1,1,11,0,0,0,0.1,1.1
149,149,Tyler Thigpen,BUF,RB,4,1,-1,-1.0,0,0,0,0,0,0,0,0.3,1.1
150,149,Matt Asiata,MIN,RB,16,3,9,3.0,0,1,1,2,0,0,0,0.1,1.1
151,152,Da'Rel Scott,NYG,RB,4,6,9,1.5,0,0,0,0,0,0,0,0.2,0.9
152,152,Corey McIntyre,BUF,FB,16,0,0,0.0,0,2,1,9,0,0,0,0.1,0.9
153,154,Lousaka Polite,ATL,FB,6,0,0,0.0,0,7,1,8,0,0,0,0.1,0.8
154,154,Jordan Todman,JAX,RB,1,3,8,2.7,0,1,1,0,0,0,0,0.8,0.8
155,154,Robert Hughes,IND,FB,5,1,5,5.0,0,1,1,3,0,0,0,0.2,0.8
156,157,Reagan Maui'a,ARI,FB,3,0,0,0.0,0,1,1,7,0,0,0,0.2,0.7
157,157,Brandon Jacobs,SF,RB,2,5,7,1.4,0,0,0,0,0,0,0,0.4,0.7
158,159,Will Ta'ufo'ou,JAX,FB,6,0,0,0.0,0,1,1,5,0,0,0,0.1,0.5
159,159,Dan Herron,CIN,RB,3,4,5,1.2,0,1,0,0,0,0,0,0.2,0.5
160,161,Brad Smelley,CLE,FB,2,0,0,0.0,0,1,1,3,0,0,0,0.2,0.3
161,161,Marcus Thigpen,MIA,RB,16,1,8,8.0,0,2,1,15,0,1,1,0.0,0.3
162,163,Owen Schmitt,OAK,FB,13,2,1,0.5,0,0,0,0,0,0,0,0.0,0.1
163,164,Richie Brockel,CAR,FB,16,0,0,0.0,0,1,0,0,0,0,0,0.0,0.0
164,164,John Conner,CIN,FB,5,0,0,0.0,0,2,0,0,0,0,0,0.0,0.0
165,164,Brandon Saine,GB,RB,6,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
166,164,Owen Marecic,CLE,FB,10,0,0,0.0,0,5,0,0,0,0,0,0.0,0.0
167,164,Terrance Ganaway,LAR,RB,3,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
168,164,Will Tukuafu,SF,FB,14,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
169,164,Michael Smith,TB,RB,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
170,164,John Griffin,NYJ,RB,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
171,164,Antone Smith,ATL,RB,13,0,0,0.0,0,1,0,0,0,0,0,0.0,0.0
172,164,Darren Evans,TEN,RB,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
173,164,Emil Igwenagu,PHI,RB,3,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
174,164,Armond Smith,CAR,RB,4,3,0,0.0,0,0,0,0,0,0,0,0.0,0.0
175,164,Chris Polk,PHI,RB,7,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
176,164,Deji Karim,IND,RB,3,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
177,164,Jamize Olawale,OAK,FB,3,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
178,164,James Develin,NE,RB,1,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
179,164,Patrick DiMarco,KC,FB,5,0,0,0.0,0,1,0,0,0,0,0,0.0,0.0
180,164,Tyler Clutts,HOU,FB,16,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
181,164,Ryan Torain,NYG,RB,2,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0
182,183,Brit Miller,LAR,FB,9,0,0,0.0,0,3,0,0,0,1,1,-0.2,-2.0
0,1,Jamaal Charles,KC,RB,15,259,1287,5.0,12,104,70,693,7,4,2,20.5,308.0
1,2,LeSean McCoy,PHI,RB,16,314,1607,5.1,9,64,52,539,2,1,1,17.4,278.6
2,3,Matt Forte,CHI,RB,16,288,1341,4.7,9,95,75,592,3,2,2,16.5,263.3
3,4,Marshawn Lynch,SEA,RB,16,301,1257,4.2,12,44,36,316,2,4,1,15.0,239.3
4,5,Knowshon Moreno,DEN,RB,16,241,1038,4.3,10,74,60,548,3,1,0,14.8,236.6
5,6,Eddie Lacy,GB,RB,15,284,1178,4.1,11,44,35,257,0,1,1,13.8,207.5
6,7,DeMarco Murray,DAL,RB,14,217,1121,5.2,9,66,53,350,1,3,1,14.6,205.1
7,8,Adrian Peterson,MIN,RB,14,279,1266,4.5,10,40,29,171,1,5,3,14.6,203.7
8,9,Chris Johnson,TEN,RB,16,279,1077,3.9,6,52,42,345,4,3,2,12.4,198.2
9,10,Fred Jackson,BUF,RB,16,207,896,4.3,9,65,46,375,1,3,0,11.7,187.1
10,11,Reggie Bush,DET,RB,14,223,1006,4.5,4,80,54,506,3,5,4,13.2,185.2
11,12,Ryan Mathews,LAC,RB,16,285,1255,4.4,6,33,26,189,1,2,1,11.5,184.4
12,13,Frank Gore,SF,RB,16,276,1128,4.1,9,26,16,141,0,3,3,10.9,174.9
13,14,Le'Veon Bell,PIT,RB,13,244,860,3.5,8,66,45,399,0,1,1,13.2,171.9
14,15,Alfred Morris,WAS,RB,16,276,1275,4.6,7,12,9,78,0,5,4,10.6,169.3
15,16,Giovani Bernard,CIN,RB,16,170,695,4.1,5,71,56,514,3,1,1,10.4,166.9
16,17,Joique Bell,DET,RB,16,166,650,3.9,8,69,53,547,0,4,3,10.2,163.7
17,18,Zac Stacy,LAR,RB,14,250,973,3.9,7,35,26,141,1,1,1,11.2,157.4
18,19,Danny Woodhead,LAC,RB,16,106,429,4.0,2,87,76,605,6,2,2,9.2,147.4
19,20,Maurice Jones-Drew,JAX,RB,15,234,803,3.4,5,60,43,314,0,1,1,9.6,144.02
20,21,Rashad Jennings,OAK,RB,15,163,733,4.5,6,47,36,292,0,0,0,9.2,138.5
21,22,DeAngelo Williams,CAR,RB,15,201,843,4.2,3,36,26,333,1,3,2,9.2,137.6
22,23,Pierre Thomas,NO,RB,16,147,549,3.7,2,84,77,513,3,2,1,8.4,134.2
23,24,Andre Ellington,ARI,RB,15,118,652,5.5,3,57,39,371,1,1,0,8.4,126.3
24,25,Rashard Mendenhall,ARI,RB,15,217,687,3.2,8,21,18,134,0,4,3,8.4,126.1
25,26,Donald Brown,IND,RB,16,102,537,5.3,6,35,27,214,2,0,0,7.7,123.1
